,GR,M2R1,M2R2,M2R3,M2R6,M2R9,DT,ZDEN,ZCOR,CNC,log,Formação
3827.6784,,,,,,,,,,,LIS_003,Jureia
3827.8308,,,,,,,,,,,LIS_003,Jureia
3827.9832,,,,,,,,,,,LIS_003,Jureia
3828.1356,,,,,,,,,,,LIS_003,Jureia
3828.288,,,,,,,,,,,LIS_003,Jureia
3828.4404,,,,,,,,,,,LIS_003,Jureia
3828.5928,,,,,,,,,,,LIS_003,Jureia
3828.7452,,,,,,,,,,,LIS_003,Jureia
3828.8976,,,,,,,,,,,LIS_003,Jureia
3829.05,,,,,,,,,,,LIS_003,Jureia
3829.2024,,,,,,,,,,,LIS_003,Jureia
3829.3548,,,,,,,,,,,LIS_003,Jureia
3829.5072,,,,,,,,,,,LIS_003,Jureia
3829.6596,,,,,,,,,,,LIS_003,Jureia
3829.812,,,,,,,,,,,LIS_003,Jureia
3829.9644,,,,,,,,,,,LIS_003,Jureia
3830.1168,,,,,,,,,,,LIS_003,Jureia
3830.2692,,,,,,,,,,,LIS_003,Jureia
3830.4216,,,,,,,,,,,LIS_003,Jureia
3830.574,,,,,,,,,,,LIS_003,Jureia
3830.7264,,,,,,,,,,,LIS_003,Jureia
3830.8788,,,,,,,,,,,LIS_003,Jureia
3831.0312,,,,,,,,,,,LIS_003,Jureia
3831.1836,,,,,,,,,,,LIS_003,Jureia
3831.336,,,,,,,,,,,LIS_003,Jureia
3831.4884,,,,,,,,,,,LIS_003,Jureia
3831.6408,,,,,,,,,,,LIS_003,Jureia
3831.7932,,,,,,,,,,,LIS_003,Jureia
3831.9456,45.9469,,,,,,,,,,LIS_003,Jureia
3832.098,46.2161,,,,,,,,,,LIS_003,Jureia
3832.2504,46.5673,,,,,,,,,,LIS_003,Jureia
3832.4028,46.3148,,,,,,,,,,LIS_003,Jureia
3832.5552,45.3931,,,,,,,,,,LIS_003,Jureia
3832.7076,44.6809,,,,,,,,,,LIS_003,Jureia
3832.86,43.5429,,,,,,,,,,LIS_003,Jureia
3833.0124,41.4916,,,,,,,,,,LIS_003,Jureia
3833.1648,39.8967,,,,,,,,,,LIS_003,Jureia
3833.3172,39.2275,,,,,,,,,,LIS_003,Jureia
3833.4696,38.0437,,,,,,,,,,LIS_003,Jureia
3833.622,36.2087,,,,,,,,,,LIS_003,Jureia
3833.7744,35.2821,,,,,,,,,,LIS_003,Jureia
3833.9268,36.1124,,,,,,,,,,LIS_003,Jureia
3834.0792,37.7488,,,,,,,,,,LIS_003,Jureia
3834.2316,38.8099,,,,,,,,,,LIS_003,Jureia
3834.384,39.2131,,,,,,,,,,LIS_003,Jureia
3834.5364,39.6458,,,,,,,,,,LIS_003,Jureia
3834.6888,40.2376,,,,,,,,,,LIS_003,Jureia
3834.8412,41.4084,,,,,,,,,,LIS_003,Jureia
3834.9936,43.1608,,,,,,,,,,LIS_003,Jureia
3835.146,44.9766,,,,,,,,,,LIS_003,Jureia
3835.2984,46.5006,,,,,,,,,,LIS_003,Jureia
3835.4508,47.4223,,,,,,,,,,LIS_003,Jureia
3835.6032,47.4663,,,,,,,,,,LIS_003,Jureia
3835.7556,46.8631,,,,,,,,,,LIS_003,Jureia
3835.908,45.9219,,,,,,,,,,LIS_003,Jureia
3836.0604,45.5623,,,,,,,,,,LIS_003,Jureia
3836.2128,46.489,,,,,,,,,,LIS_003,Jureia
3836.3652,47.575,,,,,,,,,,LIS_003,Jureia
3836.5176,47.6475,,,,,,,,,,LIS_003,Jureia
3836.67,46.8272,,,,,,,,,,LIS_003,Jureia
3836.8224,45.2678,,,,,,,,,,LIS_003,Jureia
3836.9748,43.9538,,,,,,,,,,LIS_003,Jureia
3837.1272,43.7871,,,,,,,,,,LIS_003,Jureia
3837.2796,43.8379,,,,,,,,,,LIS_003,Jureia
3837.432,43.058,,,,,,,,,,LIS_003,Jureia
3837.5844,42.3357,,,,,,,,,,LIS_003,Jureia
3837.7368,43.032,,,,,,,,,,LIS_003,Jureia
3837.8892,44.8714,,,,,,,,,,LIS_003,Jureia
3838.0416,45.9727,,,,,,,,,,LIS_003,Jureia
3838.194,45.3667,,,,,,,,,,LIS_003,Jureia
3838.3464,44.0271,,,,,,,,,,LIS_003,Jureia
3838.4988,43.5779,,,,,,,,,,LIS_003,Jureia
3838.6512,45.3075,,,,,,,,,,LIS_003,Jureia
3838.8036,48.1794,,,,,,,,,,LIS_003,Jureia
3838.956,50.0748,,,,,,,,,,LIS_003,Jureia
3839.1084,49.8836,,,,,,,,,,LIS_003,Jureia
3839.2608,47.9026,,,,,,,,,,LIS_003,Jureia
3839.4132,45.4921,,,,,,,,,,LIS_003,Jureia
3839.5656,43.7468,,,,,,,,,,LIS_003,Jureia
3839.718,42.939,,,,,,,,,,LIS_003,Jureia
3839.8704,42.7387,,,,,,,,,,LIS_003,Jureia
3840.0228,41.997,,,,,,,,,,LIS_003,Jureia
3840.1752,39.373,,,,,,,,,,LIS_003,Jureia
3840.3276,36.9552,,,,,,,,,,LIS_003,Jureia
3840.48,37.4502,,,,,,,,,,LIS_003,Jureia
3840.6324,40.4848,,,,,,,,,,LIS_003,Jureia
3840.7848,43.6084,,,,,,,,,,LIS_003,Jureia
3840.9372,45.819,,,,,,,,,,LIS_003,Jureia
3841.0896,47.3012,,,,,,,,,,LIS_003,Jureia
3841.242,47.8785,,,,,,,,,,LIS_003,Jureia
3841.3944,47.8248,,,,,,,,,,LIS_003,Jureia
3841.5468,47.6193,,,,,,,,,,LIS_003,Jureia
3841.6992,47.1503,,,,,,,,,,LIS_003,Jureia
3841.8516,46.3644,,,,,,,,,,LIS_003,Jureia
3842.004,45.8402,,,,,,,,,,LIS_003,Jureia
3842.1564,45.9671,,,,,,,,,,LIS_003,Jureia
3842.3088,46.3824,,,,,,,,,,LIS_003,Jureia
3842.4612,46.8173,,,,,,,,,,LIS_003,Jureia
3842.6136,47.3956,,,,,,,,,,LIS_003,Jureia
3842.766,47.6352,,,,,,,,,,LIS_003,Jureia
3842.9184,47.3749,,,,,,,,,,LIS_003,Jureia
3843.0708,47.1915,,,,,,,,,,LIS_003,Jureia
3843.2232,47.2358,,,,,,,,,,LIS_003,Jureia
3843.3756,46.7367,,,,,,,,,,LIS_003,Jureia
3843.528,45.6016,,,,,,,,,,LIS_003,Jureia
3843.6804,44.6935,,,,,,,,,,LIS_003,Jureia
3843.8328,44.7596,,,,,,,,,,LIS_003,Jureia
3843.9852,45.7093,,,,,,,,,,LIS_003,Jureia
3844.1376,47.0565,,,,,,,,,,LIS_003,Jureia
3844.29,48.1704,,,,,,54.3613,,,,LIS_003,Jureia
3844.4424,48.4831,,,,,,54.1584,,,,LIS_003,Jureia
3844.5948,47.8296,,,,,,54.0177,,,,LIS_003,Jureia
3844.7472,47.6632,,,,,,53.9888,,,,LIS_003,Jureia
3844.8996,48.5816,,,,,,54.1245,,,,LIS_003,Jureia
3845.052,48.892,,,,,,54.3816,,,,LIS_003,Jureia
3845.2044,47.7357,,,,,,54.6874,,,,LIS_003,Jureia
3845.3568,47.032,,,,,,54.8837,,,,LIS_003,Jureia
3845.5092,47.7399,,,,,,54.873,,,,LIS_003,Jureia
3845.6616,48.3523,,,,,,54.7704,,,,LIS_003,Jureia
3845.814,48.651,,,,,,54.7273,,,,LIS_003,Jureia
3845.9664,48.8938,,,,,,54.7851,,,,LIS_003,Jureia
3846.1188,48.5532,,,,,,54.9115,,,,LIS_003,Jureia
3846.2712,47.9901,,,,,,55.0817,,,,LIS_003,Jureia
3846.4236,48.1087,,,,,,55.2886,,,,LIS_003,Jureia
3846.576,48.2556,,,,,,55.5123,,,,LIS_003,Jureia
3846.7284,47.2278,,,,,,55.6549,,,,LIS_003,Jureia
3846.8808,45.2006,,,,,,55.5634,,,,LIS_003,Jureia
3847.0332,43.2499,,,,,,55.1671,,,,LIS_003,Jureia
3847.1856,41.9831,,,,,,54.5829,,,,LIS_003,Jureia
3847.338,40.5675,,,,,,54.0996,,,,LIS_003,Jureia
3847.4904,38.9043,,,,,,53.9746,,,,LIS_003,Jureia
3847.6428,38.3007,,,,,,54.2134,,,,LIS_003,Jureia
3847.7952,39.6465,,,,,,54.5883,,,,LIS_003,Jureia
3847.9476,41.9496,,,,,,54.785,,,,LIS_003,Jureia
3848.1,44.1982,,,,,,54.6401,,,,LIS_003,Jureia
3848.2524,45.781,,,,,,54.288,,,,LIS_003,Jureia
3848.4048,46.6125,,,,,,53.9566,,,,LIS_003,Jureia
3848.5572,47.2001,,,,,,53.7786,,,,LIS_003,Jureia
3848.7096,47.8449,,,,,,53.7398,,,,LIS_003,Jureia
3848.862,47.5959,,,,,,53.7287,,,,LIS_003,Jureia
3849.0144,46.5655,,,,,,53.6801,,,,LIS_003,Jureia
3849.1668,46.1483,,,,,,53.655,,,,LIS_003,Jureia
3849.3192,46.2838,,,,,,53.7543,,,,LIS_003,Jureia
3849.4716,46.4906,,,,,,53.9768,,,,LIS_003,Jureia
3849.624,46.7141,,,,,,54.2281,,,,LIS_003,Jureia
3849.7764,47.1093,,,,,,54.3968,,,,LIS_003,Jureia
3849.9288,47.7356,,,,,,54.4541,,,,LIS_003,Jureia
3850.0812,48.0619,,,,,,54.4731,,,,LIS_003,Jureia
3850.2336,47.6521,,,,,,54.5273,,,,LIS_003,Jureia
3850.386,47.4028,,,,,,54.6407,,,,LIS_003,Jureia
3850.5384,48.0754,,,,,,54.7908,,,,LIS_003,Jureia
3850.6908,49.06,,,,,,54.9409,,,,LIS_003,Jureia
3850.8432,49.333,,,,,,55.0515,,,,LIS_003,Jureia
3850.9956,48.9697,,,,,,55.0463,,,,LIS_003,Jureia
3851.148,48.4809,,,,,,54.8636,,,,LIS_003,Jureia
3851.3004,48.2858,,,,,,54.5685,,,,LIS_003,Jureia
3851.4528,48.2784,,,,,,54.3337,,,,LIS_003,Jureia
3851.6052,48.8331,,,,,,54.2468,,,,LIS_003,Jureia
3851.7576,49.8757,,,,,,54.2366,,,,LIS_003,Jureia
3851.91,50.7875,,,,,,54.1983,,,,LIS_003,Jureia
3852.0624,50.5637,,,,,,54.0157,,,,LIS_003,Jureia
3852.2148,49.228,,,,,,53.7625,,,,LIS_003,Jureia
3852.3672,48.1331,,,,,,54.1633,,,,LIS_003,Jureia
3852.5196,48.1633,,,,,,56.5014,,,,LIS_003,Jureia
3852.672,48.869,,,,,,61.6122,,,,LIS_003,Jureia
3852.8244,49.225,,,,,,68.5085,,,,LIS_003,Jureia
3852.9768,48.2157,,,,,,74.2022,,,,LIS_003,Jureia
3853.1292,45.1957,,,,,,75.5701,,,,LIS_003,Jureia
3853.2816,41.699,,,,,,71.7376,,,,LIS_003,Jureia
3853.434,40.5556,,,,,,64.9874,,,,LIS_003,Jureia
3853.5864,42.6303,,,,,,58.7878,,,,LIS_003,Jureia
3853.7388,45.8522,,,,,,55.2709,,,,LIS_003,Jureia
3853.8912,47.4485,,,,,,54.2895,,,,LIS_003,Jureia
3854.0436,47.4095,,,,,,54.4418,,,,LIS_003,Jureia
3854.196,47.2983,,,,,,54.6142,,,,LIS_003,Jureia
3854.3484,47.9633,,,,,,54.4888,,,,LIS_003,Jureia
3854.5008,49.0497,,,,,,54.1754,,,,LIS_003,Jureia
3854.6532,49.8706,,,,,,53.7659,,,,LIS_003,Jureia
3854.8056,49.1374,,,,,,53.3914,,,,LIS_003,Jureia
3854.958,47.2822,,,,,,53.2205,,,,LIS_003,Jureia
3855.1104,46.6742,,,,,,53.2346,,,,LIS_003,Jureia
3855.2628,48.0131,,,,,,53.3413,,,,LIS_003,Jureia
3855.4152,49.2798,,,,,,53.5164,,,,LIS_003,Jureia
3855.5676,49.0962,,,,,,53.841,,,,LIS_003,Jureia
3855.72,48.3254,,,,,,54.3494,,,,LIS_003,Jureia
3855.8724,47.9637,,,,,,54.8535,,,,LIS_003,Jureia
3856.0248,47.7637,,,,,,55.0304,,,,LIS_003,Jureia
3856.1772,47.6753,,,,,,54.7249,,,,LIS_003,Jureia
3856.3296,48.3458,,,,,,54.1733,,,,LIS_003,Jureia
3856.482,49.4439,,,,,,53.7575,,,,LIS_003,Jureia
3856.6344,49.979,,,,,,53.6729,,,,LIS_003,Jureia
3856.7868,49.5773,,,,,,53.8137,,,,LIS_003,Jureia
3856.9392,48.764,,,,,,53.8983,,,,LIS_003,Jureia
3857.0916,48.6623,,,,,,53.798,,,,LIS_003,Jureia
3857.244,50.1451,,,,,,53.5875,,,,LIS_003,Jureia
3857.3964,51.8277,,,,,,53.4142,,,,LIS_003,Jureia
3857.5488,51.6897,,,,,,53.3749,,,,LIS_003,Jureia
3857.7012,49.5909,,,,,,53.4697,,,,LIS_003,Jureia
3857.8536,47.0276,,,,,,53.6247,,,,LIS_003,Jureia
3858.006,45.849,,,,,,53.7439,,,,LIS_003,Jureia
3858.1584,46.6312,,,,,,53.8093,,,,LIS_003,Jureia
3858.3108,47.4695,,,,,,53.8609,,,,LIS_003,Jureia
3858.4632,47.2194,,,,,,53.9619,,,,LIS_003,Jureia
3858.6156,47.0524,,,,,,54.1471,,,,LIS_003,Jureia
3858.768,47.0449,,,,,,54.3594,,,,LIS_003,Jureia
3858.9204,46.4969,,,,,,54.496,,,,LIS_003,Jureia
3859.0728,46.4299,,,,,,54.4887,,,,LIS_003,Jureia
3859.2252,47.2677,,,,,,54.3554,,,,LIS_003,Jureia
3859.3776,47.2817,,,,,,54.1853,,,,LIS_003,Jureia
3859.53,45.5818,,,,,,54.1071,,,,LIS_003,Jureia
3859.6824,43.347,,,,,,54.2224,,,,LIS_003,Jureia
3859.8348,42.0789,,,,,,54.4992,,,,LIS_003,Jureia
3859.9872,42.5191,,,,,,54.7729,,,,LIS_003,Jureia
3860.1396,43.7816,,,,,,54.8582,,,,LIS_003,Jureia
3860.292,44.8743,,,,,,54.6663,,,,LIS_003,Jureia
3860.4444,45.3819,,,,,,54.286,,,,LIS_003,Jureia
3860.5968,45.2976,,,,,,53.8973,,,,LIS_003,Jureia
3860.7492,44.4152,,,,,,53.612,,,,LIS_003,Jureia
3860.9016,43.7566,,,,,,53.4622,,,,LIS_003,Jureia
3861.054,44.4209,,,,,,53.4348,,,,LIS_003,Jureia
3861.2064,45.4084,,,,,,53.4822,,,,LIS_003,Jureia
3861.3588,45.4997,,,,,,53.5637,,,,LIS_003,Jureia
3861.5112,45.4914,,,,,,53.6598,,,,LIS_003,Jureia
3861.6636,46.7144,,,,,,53.7659,,,,LIS_003,Jureia
3861.816,48.0975,,,,,,53.8948,,,,LIS_003,Jureia
3861.9684,48.1063,,,,,,54.0171,,,,LIS_003,Jureia
3862.1208,47.1563,,,,,,54.0625,,,,LIS_003,Jureia
3862.2732,46.6341,,,,,,54.0038,,,,LIS_003,Jureia
3862.4256,46.8997,,,,,,53.8829,,,,LIS_003,Jureia
3862.578,47.1311,,,,,,53.7728,,,,LIS_003,Jureia
3862.7304,46.6142,,,,,,53.7218,,,,LIS_003,Jureia
3862.8828,45.8366,,,,,,53.7283,,,,LIS_003,Jureia
3863.0352,46.3123,,,,,,53.7672,,,,LIS_003,Jureia
3863.1876,47.8429,,,,,,53.8567,,,,LIS_003,Jureia
3863.34,48.3134,,,,,,54.0197,,,,LIS_003,Jureia
3863.4924,47.4356,,,,,,54.2426,,,,LIS_003,Jureia
3863.6448,46.3648,,,,,,54.4883,,,,LIS_003,Jureia
3863.7972,45.7562,,,,,,54.6847,,,,LIS_003,Jureia
3863.9496,45.4997,,,,,,54.7891,,,,LIS_003,Jureia
3864.102,46.4014,,,,,,54.8242,,,,LIS_003,Jureia
3864.2544,47.6981,,,,,,54.8387,,,,LIS_003,Jureia
3864.4068,47.3618,,,,,,54.873,,,,LIS_003,Jureia
3864.5592,45.7751,,,,,,54.9199,,,,LIS_003,Jureia
3864.7116,44.9007,,,,,,54.9503,,,,LIS_003,Jureia
3864.864,45.1798,,,,,,54.9506,,,,LIS_003,Jureia
3865.0164,45.1364,,,,,,54.8515,,,,LIS_003,Jureia
3865.1688,44.5242,,,,,,54.6906,,,,LIS_003,Jureia
3865.3212,44.1477,,,,,,54.7975,,,,LIS_003,Jureia
3865.4736,44.7692,,,,,,55.4665,,,,LIS_003,Jureia
3865.626,44.916,,,,,,56.6083,,,,LIS_003,Jureia
3865.7784,43.6779,,,,,,57.641,,,,LIS_003,Jureia
3865.9308,41.7598,,,,,,57.8116,,,,LIS_003,Jureia
3866.0832,40.9213,,,,,,56.9438,,,,LIS_003,Jureia
3866.2356,42.1089,,,,,,55.6985,,,,LIS_003,Jureia
3866.388,44.8633,,,,,,54.9369,,,,LIS_003,Jureia
3866.5404,47.3899,,,,,,55.001,,,,LIS_003,Jureia
3866.6928,48.8048,,,,,,55.568,,,,LIS_003,Jureia
3866.8452,49.4472,,,,,,56.0293,,,,LIS_003,Jureia
3866.9976,49.3615,,,,,,56.0623,,,,LIS_003,Jureia
3867.15,48.6368,,,,,,55.826,,,,LIS_003,Jureia
3867.3024,47.2995,,,,,,55.6163,,,,LIS_003,Jureia
3867.4548,46.153,,,,,,55.6181,,,,LIS_003,Jureia
3867.6072,45.7479,,,,,,55.8335,,,,LIS_003,Jureia
3867.7596,45.7857,,,,,,56.0801,,,,LIS_003,Jureia
3867.912,45.1446,,,,,,56.1438,,,,LIS_003,Jureia
3868.0644,44.1284,,,,,,55.9641,,,,LIS_003,Jureia
3868.2168,44.0156,,,,,,55.653,,,,LIS_003,Jureia
3868.3692,45.3336,,,,,,55.3729,,,,LIS_003,Jureia
3868.5216,47.1712,,,,,,55.1655,,,,LIS_003,Jureia
3868.674,48.3681,,,,,,54.9716,,,,LIS_003,Jureia
3868.8264,48.753,,,,,,54.7839,,,,LIS_003,Jureia
3868.9788,48.5079,,,,,,54.6524,,,,LIS_003,Jureia
3869.1312,48.6008,,,,,,54.6343,,,,LIS_003,Jureia
3869.2836,49.1866,,,,,,54.6899,,,,LIS_003,Jureia
3869.436,49.4253,,,,,,54.7371,,,,LIS_003,Jureia
3869.5884,48.5771,,,,,,54.7491,,,,LIS_003,Jureia
3869.7408,47.5905,,,,,,54.7235,,,,LIS_003,Jureia
3869.8932,46.9643,,,,,,54.6515,,,,LIS_003,Jureia
3870.0456,46.1553,,,,,,54.4601,,,,LIS_003,Jureia
3870.198,45.5466,,,,,,54.166,,,,LIS_003,Jureia
3870.3504,45.8483,,,,,,53.9669,,,,LIS_003,Jureia
3870.5028,46.4738,,,,,,54.0681,,,,LIS_003,Jureia
3870.6552,47.29,,,,,,54.4485,,,,LIS_003,Jureia
3870.8076,48.9523,,,,,,54.8628,,,,LIS_003,Jureia
3870.96,50.4355,,,,,,55.0723,,,,LIS_003,Jureia
3871.1124,50.3855,,,,,,55.0172,,,,LIS_003,Jureia
3871.2648,49.4084,,,,,,54.8419,,,,LIS_003,Jureia
3871.4172,48.148,,,,,,54.7064,,,,LIS_003,Jureia
3871.5696,46.7692,,,,,,54.6686,,,,LIS_003,Jureia
3871.722,45.8203,,,,,,54.7253,,,,LIS_003,Jureia
3871.8744,45.8511,,,,,,54.8401,,,,LIS_003,Jureia
3872.0268,46.6762,,,,,,54.948,,,,LIS_003,Jureia
3872.1792,47.1707,,,,,,55.0075,,,,LIS_003,Jureia
3872.3316,47.0829,,,,,,54.9991,,,,LIS_003,Jureia
3872.484,47.5553,,,,,,54.8999,,,,LIS_003,Jureia
3872.6364,49.879,,,,,,54.7581,,,,LIS_003,Jureia
3872.7888,55.8676,,,,,,54.6183,,,,LIS_003,Jureia
3872.9412,65.5464,,,,,,54.4916,,,,LIS_003,Jureia
3873.0936,73.2604,,,,,,54.398,,,,LIS_003,Jureia
3873.246,72.7907,,,,,,54.3357,,,,LIS_003,Jureia
3873.3984,65.0834,,,,,,54.3159,,,,LIS_003,Jureia
3873.5508,56.7387,,,,,,54.3581,,,,LIS_003,Jureia
3873.7032,52.1736,,,,,,54.425,,,,LIS_003,Jureia
3873.8556,50.5451,,,,,,54.4148,,,,LIS_003,Jureia
3874.008,48.7025,,,,,,54.2655,,,,LIS_003,Jureia
3874.1604,45.853,,,,,,54.0514,,,,LIS_003,Jureia
3874.3128,43.999,,,,,,53.996,,,,LIS_003,Jureia
3874.4652,44.0166,,,,,,54.3201,,,,LIS_003,Jureia
3874.6176,44.0919,,,,,,54.9245,,,,LIS_003,Jureia
3874.77,42.9357,,,,,,55.4826,,,,LIS_003,Jureia
3874.9224,41.9494,,,,,,55.7406,,,,LIS_003,Jureia
3875.0748,42.5284,,,,,,55.6655,,,,LIS_003,Jureia
3875.2272,44.4041,,,,,,55.478,,,,LIS_003,Jureia
3875.3796,46.8375,,,,,,55.3652,,,,LIS_003,Jureia
3875.532,48.6674,,,,,,55.2854,,,,LIS_003,Jureia
3875.6844,49.1254,,,,,,55.1382,,,,LIS_003,Jureia
3875.8368,49.005,,,,,,54.941,,,,LIS_003,Jureia
3875.9892,49.7145,,,,,,54.775,,,,LIS_003,Jureia
3876.1416,51.0504,,,,,,54.6872,,,,LIS_003,Jureia
3876.294,51.4316,,,,,,54.6586,,,,LIS_003,Jureia
3876.4464,50.294,,,,,,54.6568,,,,LIS_003,Jureia
3876.5988,49.0408,,,,,,54.7883,,,,LIS_003,Jureia
3876.7512,48.2472,,,,,,55.2015,,,,LIS_003,Jureia
3876.9036,46.9673,,,,,,55.8244,,,,LIS_003,Jureia
3877.056,45.284,,,,,,56.3098,,,,LIS_003,Jureia
3877.2084,44.4267,,,,,,56.3007,,,,LIS_003,Jureia
3877.3608,44.859,,,,,,55.7677,,,,LIS_003,Jureia
3877.5132,46.2754,,,,,,55.0164,,,,LIS_003,Jureia
3877.6656,47.6941,,,,,,54.4539,,,,LIS_003,Jureia
3877.818,49.0849,,,,,,54.305,,,,LIS_003,Jureia
3877.9704,51.0409,,,,,,54.4805,,,,LIS_003,Jureia
3878.1228,53.3137,,,,,,54.6157,,,,LIS_003,Jureia
3878.2752,54.4322,,,,,,54.5622,,,,LIS_003,Jureia
3878.4276,53.4103,,,,,,54.8317,,,,LIS_003,Jureia
3878.58,51.0803,,,,,,56.0756,,,,LIS_003,Jureia
3878.7324,48.6165,,,,,,58.3472,,,,LIS_003,Jureia
3878.8848,45.7612,,,,,,60.7295,,,,LIS_003,Jureia
3879.0372,42.694,,,,,,61.803,,,,LIS_003,Jureia
3879.1896,42.0428,,,,,,60.9686,,,,LIS_003,Jureia
3879.342,44.8665,,,,,,59.0421,,,,LIS_003,Jureia
3879.4944,48.7598,,,,,,57.3894,,,,LIS_003,Jureia
3879.6468,50.7892,,,,,,56.6992,,,,LIS_003,Jureia
3879.7992,50.4921,,,,,,56.7526,,,,LIS_003,Jureia
3879.9516,48.8185,,,,,,56.8571,,,,LIS_003,Jureia
3880.104,46.9849,,,,,,56.6258,,,,LIS_003,Jureia
3880.2564,46.6842,,,,,,56.2939,,,,LIS_003,Jureia
3880.4088,47.7868,,,,,,56.1019,,,,LIS_003,Jureia
3880.5612,47.8002,,,,,,56.042,,,,LIS_003,Jureia
3880.7136,45.698,,,,,,55.9688,,,,LIS_003,Jureia
3880.866,43.9196,,,,,,55.7099,,,,LIS_003,Jureia
3881.0184,44.0944,,,,,,55.3646,,,,LIS_003,Jureia
3881.1708,44.9179,,,,,,55.2891,,,,LIS_003,Jureia
3881.3232,45.705,,,,,,55.7992,,,,LIS_003,Jureia
3881.4756,47.3351,,,,,,56.8441,,,,LIS_003,Jureia
3881.628,49.3308,,,,,,57.8658,,,,LIS_003,Jureia
3881.7804,50.4598,,,,,,58.2036,,,,LIS_003,Jureia
3881.9328,50.6956,,,,,,57.7093,,,,LIS_003,Jureia
3882.0852,50.415,,,,,,56.8377,,,,LIS_003,Jureia
3882.2376,50.0474,,,,,,56.1672,,,,LIS_003,Jureia
3882.39,49.9217,,,,,,55.985,,,,LIS_003,Jureia
3882.5424,49.6505,,,,,,56.114,,,,LIS_003,Jureia
3882.6948,49.4295,,,,,,56.2029,,,,LIS_003,Jureia
3882.8472,49.5928,,,,,,56.1533,,,,LIS_003,Jureia
3882.9996,49.7306,,,,,,56.0358,,,,LIS_003,Jureia
3883.152,48.9016,,,,,,55.8876,,,,LIS_003,Jureia
3883.3044,47.289,,,,,,55.7017,,,,LIS_003,Jureia
3883.4568,45.989,,,,,,55.4381,,,,LIS_003,Jureia
3883.6092,46.5848,,,,,,55.1371,,,,LIS_003,Jureia
3883.7616,48.283,,,,,,54.9524,,,,LIS_003,Jureia
3883.914,49.474,,,,,,54.9857,,,,LIS_003,Jureia
3884.0664,49.1153,,,,,,55.2353,,,,LIS_003,Jureia
3884.2188,47.9005,,,,,,55.621,,,,LIS_003,Jureia
3884.3712,47.6,,,,,,55.9717,,,,LIS_003,Jureia
3884.5236,48.5279,,,,,,56.1116,,,,LIS_003,Jureia
3884.676,48.6258,,,,,,55.9896,,,,LIS_003,Jureia
3884.8284,47.1355,,,,,,55.6932,,,,LIS_003,Jureia
3884.9808,45.5832,,,,,,55.4053,,,,LIS_003,Jureia
3885.1332,44.9821,,,,,,55.3203,,,,LIS_003,Jureia
3885.2856,45.2187,,,,,,55.4911,,,,LIS_003,Jureia
3885.438,45.9638,,,,,,55.816,,,,LIS_003,Jureia
3885.5904,46.8115,,,,,,56.153,,,,LIS_003,Jureia
3885.7428,47.4487,,,,,,56.3646,,,,LIS_003,Jureia
3885.8952,47.5178,,,,,,56.3928,,,,LIS_003,Jureia
3886.0476,46.6172,,,,,,56.3085,,,,LIS_003,Jureia
3886.2,45.3277,,,,,,56.1805,,,,LIS_003,Jureia
3886.3524,44.0903,,,,,,56.0313,,,,LIS_003,Jureia
3886.5048,42.9074,,,,,,55.8351,,,,LIS_003,Jureia
3886.6572,41.9962,,,,,,55.5773,,,,LIS_003,Jureia
3886.8096,41.243,,,,,,55.3945,,,,LIS_003,Jureia
3886.962,40.2336,,,,,,55.4764,,,,LIS_003,Jureia
3887.1144,39.8912,,,,,,55.856,,,,LIS_003,Jureia
3887.2668,40.9164,,,,,,56.3751,,,,LIS_003,Jureia
3887.4192,42.4116,,,,,,56.8252,,,,LIS_003,Jureia
3887.5716,43.0867,,,,,,57.0711,,,,LIS_003,Jureia
3887.724,42.4228,,,,,,57.0822,,,,LIS_003,Jureia
3887.8764,40.9884,,,,,,56.8522,,,,LIS_003,Jureia
3888.0288,40.3591,,,,,,56.3394,,,,LIS_003,Jureia
3888.1812,42.0185,,,,,,55.6273,,,,LIS_003,Jureia
3888.3336,45.1639,,,,,,54.9594,,,,LIS_003,Jureia
3888.486,47.1318,,,,,,54.583,,,,LIS_003,Jureia
3888.6384,47.1655,,,,,,54.5783,,,,LIS_003,Jureia
3888.7908,46.7193,,,,,,54.7896,,,,LIS_003,Jureia
3888.9432,46.6673,,,,,,54.9653,,,,LIS_003,Jureia
3889.0956,46.6733,,,,,,54.9806,,,,LIS_003,Jureia
3889.248,46.3374,,,,,,54.8681,,,,LIS_003,Jureia
3889.4004,44.9974,,,,,,54.737,,,,LIS_003,Jureia
3889.5528,43.2167,,,,,,54.7627,,,,LIS_003,Jureia
3889.7052,42.0711,,,,,,55.0444,,,,LIS_003,Jureia
3889.8576,41.4488,,,,,,55.4606,,,,LIS_003,Jureia
3890.01,41.0388,,,,,,55.7354,,,,LIS_003,Jureia
3890.1624,40.9856,,,,,,55.6005,,,,LIS_003,Jureia
3890.3148,41.2674,,,,,,55.0399,,,,LIS_003,Jureia
3890.4672,41.6018,,,,,,54.4241,,,,LIS_003,Jureia
3890.6196,41.8325,,,,,,54.2062,,,,LIS_003,Jureia
3890.772,42.0208,,,,,,54.5135,,,,LIS_003,Jureia
3890.9244,42.1947,,,,,,55.0167,,,,LIS_003,Jureia
3891.0768,42.5236,,,,,,55.197,,,,LIS_003,Jureia
3891.2292,43.7919,,,,,,55.3515,,,,LIS_003,Jureia
