,GR,M2R1,M2R2,M2R3,M2R6,M2R9,DT,ZDEN,ZCOR,CNC,log,Formação
4708.398,88.0505,5.2091,6.0234,6.4153,6.4781,6.412,67.4145,2.5887,-0.0387,17.8301,LIS_003,Itajai-Açu e Ilha Bela
4708.5504,88.0156,5.2066,6.0204,6.4125,6.474,6.4069,66.6649,2.589,-0.0358,17.3349,LIS_003,Itajai-Açu e Ilha Bela
4708.7028,86.5727,5.2012,6.014,6.4053,6.4649,6.3967,66.4234,2.5896,-0.0355,17.0496,LIS_003,Itajai-Açu e Ilha Bela
4708.8552,85.0233,5.2103,6.0246,6.416,6.4736,6.4041,66.6829,2.5942,-0.032,17.1899,LIS_003,Itajai-Açu e Ilha Bela
4709.0076,84.1635,5.2346,6.051,6.4438,6.4993,6.4283,67.2712,2.6045,-0.0269,17.9693,LIS_003,Itajai-Açu e Ilha Bela
4709.16,84.9088,5.2504,6.0644,6.4578,6.5115,6.4394,67.9573,2.6151,-0.0256,18.866,LIS_003,Itajai-Açu e Ilha Bela
4709.3124,87.0603,5.24,6.0465,6.4387,6.4909,6.4183,68.54,2.6188,-0.0263,19.4072,LIS_003,Itajai-Açu e Ilha Bela
4709.4648,88.2122,5.2134,6.0134,6.4035,6.4552,6.3827,68.9176,2.6148,-0.028,19.4647,LIS_003,Itajai-Açu e Ilha Bela
4709.6172,87.4636,5.198,5.9976,6.3874,6.4397,6.3675,69.0973,2.6084,-0.0333,19.3337,LIS_003,Itajai-Açu e Ilha Bela
4709.7696,86.7398,5.2022,6.0066,6.3986,6.4529,6.3811,69.1474,2.6024,-0.0389,19.271,LIS_003,Itajai-Açu e Ilha Bela
4709.922,87.0976,5.2111,6.0215,6.4168,6.474,6.403,69.1431,2.5965,-0.0397,19.4579,LIS_003,Itajai-Açu e Ilha Bela
4710.0744,87.5514,5.2145,6.029,6.4277,6.4881,6.4182,69.1678,2.5923,-0.035,19.3636,LIS_003,Itajai-Açu e Ilha Bela
4710.2268,87.1114,5.2173,6.0341,6.4355,6.4991,6.4304,69.2995,2.5888,-0.0342,18.8691,LIS_003,Itajai-Açu e Ilha Bela
4710.3792,85.3982,5.225,6.0417,6.4447,6.5109,6.4434,69.5444,2.5845,-0.0414,18.5198,LIS_003,Itajai-Açu e Ilha Bela
4710.5316,84.0423,5.2328,6.0454,6.4485,6.5165,6.4498,69.8335,2.5848,-0.0456,18.5556,LIS_003,Itajai-Açu e Ilha Bela
4710.684,85.0398,5.2355,6.0407,6.4419,6.5107,6.4445,70.0328,2.5892,-0.0438,18.5785,LIS_003,Itajai-Açu e Ilha Bela
4710.8364,87.2694,5.2346,6.0307,6.4289,6.4975,6.4316,69.9933,2.5891,-0.0445,18.494,LIS_003,Itajai-Açu e Ilha Bela
4710.9888,88.4981,5.2314,6.019,6.4135,6.4814,6.4154,69.6703,2.5854,-0.0461,18.6156,LIS_003,Itajai-Açu e Ilha Bela
4711.1412,88.3382,5.228,6.0089,6.3993,6.4665,6.4002,69.1527,2.5829,-0.0441,18.9304,LIS_003,Itajai-Açu e Ilha Bela
4711.2936,87.6472,5.2268,6.0029,6.3893,6.456,6.3895,68.608,2.5806,-0.0418,19.4452,LIS_003,Itajai-Açu e Ilha Bela
4711.446,87.0846,5.2317,6.005,6.3887,6.4553,6.3888,68.1848,2.581,-0.0422,19.8229,LIS_003,Itajai-Açu e Ilha Bela
4711.5984,87.4342,5.2435,6.0169,6.3998,6.4671,6.4006,67.9652,2.5872,-0.0423,19.7486,LIS_003,Itajai-Açu e Ilha Bela
4711.7508,88.0465,5.2519,6.028,6.4119,6.4802,6.4141,67.9391,2.5943,-0.0391,19.5661,LIS_003,Itajai-Açu e Ilha Bela
4711.9032,87.6902,5.2506,6.0308,6.4171,6.4865,6.421,68.0519,2.5943,-0.0356,19.6918,LIS_003,Itajai-Açu e Ilha Bela
4712.0556,87.0991,5.2451,6.0299,6.4187,6.4892,6.4243,68.2304,2.586,-0.0378,19.709,LIS_003,Itajai-Açu e Ilha Bela
4712.208,87.496,5.2412,6.0286,6.4188,6.49,6.4257,68.3978,2.5759,-0.043,19.2139,LIS_003,Itajai-Açu e Ilha Bela
4712.3604,88.6676,5.2442,6.0294,6.4192,6.4907,6.4269,68.5178,2.5707,-0.0447,18.617,LIS_003,Itajai-Açu e Ilha Bela
4712.5128,89.1634,5.2586,6.0372,6.4248,6.4964,6.4328,68.5752,2.57,-0.0434,18.5546,LIS_003,Itajai-Açu e Ilha Bela
4712.6652,89.0467,5.2781,6.0476,6.4325,6.5038,6.4404,68.4832,2.5696,-0.0417,19.1945,LIS_003,Itajai-Açu e Ilha Bela
4712.8176,89.1363,5.2897,6.0513,6.4339,6.5049,6.4416,68.0958,2.5665,-0.0397,19.9179,LIS_003,Itajai-Açu e Ilha Bela
4712.97,88.1168,5.2882,6.0478,6.4297,6.5002,6.4373,67.3681,2.5616,-0.0403,20.1739,LIS_003,Itajai-Açu e Ilha Bela
4713.1224,85.8562,5.2789,6.0445,6.4276,6.4977,6.4351,66.4866,2.5584,-0.0458,19.9753,LIS_003,Itajai-Açu e Ilha Bela
4713.2748,84.5864,5.2687,6.046,6.4313,6.501,6.4386,65.8394,2.5598,-0.05,19.6516,LIS_003,Itajai-Açu e Ilha Bela
4713.4272,84.378,5.2649,6.054,6.4409,6.5101,6.4479,65.7642,2.5667,-0.0486,19.4006,LIS_003,Itajai-Açu e Ilha Bela
4713.5796,84.4012,5.271,6.0671,6.454,6.5224,6.4603,66.2477,2.5775,-0.0439,19.3428,LIS_003,Itajai-Açu e Ilha Bela
4713.732,85.468,5.277,6.0731,6.4579,6.5251,6.4629,66.9464,2.5844,-0.0408,19.2931,LIS_003,Itajai-Açu e Ilha Bela
4713.8844,86.9634,5.2742,6.0656,6.4468,6.5122,6.4499,67.4928,2.5813,-0.0403,19.182,LIS_003,Itajai-Açu e Ilha Bela
4714.0368,87.5899,5.2713,6.0586,6.437,6.5002,6.4374,67.73,2.5749,-0.0393,19.2933,LIS_003,Itajai-Açu e Ilha Bela
4714.1892,87.3713,5.2705,6.0567,6.4339,6.4947,6.4308,67.7285,2.5729,-0.0355,19.478,LIS_003,Itajai-Açu e Ilha Bela
4714.3416,87.328,5.2643,6.0508,6.4278,6.4857,6.4203,67.6486,2.5718,-0.0351,19.1851,LIS_003,Itajai-Açu e Ilha Bela
4714.494,87.7798,5.2579,6.0462,6.4236,6.4779,6.4104,67.589,2.5688,-0.0397,18.7666,LIS_003,Itajai-Açu e Ilha Bela
4714.6464,88.61,5.2563,6.048,6.4256,6.4759,6.4053,67.5726,2.5686,-0.0414,18.8207,LIS_003,Itajai-Açu e Ilha Bela
4714.7988,88.2976,5.2538,6.0487,6.4252,6.4708,6.3963,67.6244,2.5706,-0.0393,18.9343,LIS_003,Itajai-Açu e Ilha Bela
4714.9512,86.5244,5.2527,6.0489,6.4225,6.4625,6.3831,67.7409,2.57,-0.0412,18.5481,LIS_003,Itajai-Açu e Ilha Bela
4715.1036,84.3827,5.266,6.0619,6.4312,6.4647,6.3795,67.8656,2.5687,-0.0451,17.8544,LIS_003,Itajai-Açu e Ilha Bela
4715.256,82.6042,5.2919,6.0845,6.4475,6.4737,6.3819,67.9637,2.5724,-0.0445,16.9137,LIS_003,Itajai-Açu e Ilha Bela
4715.4084,81.11,5.3128,6.0957,6.449,6.467,6.3686,68.045,2.5785,-0.0378,15.961,LIS_003,Itajai-Açu e Ilha Bela
4715.5608,80.3686,5.325,6.0904,6.4304,6.44,6.336,68.1272,2.5818,-0.029,15.6353,LIS_003,Itajai-Açu e Ilha Bela
4715.7132,80.8176,5.3354,6.0757,6.4005,6.4023,6.2944,68.1507,2.5815,-0.0266,15.8767,LIS_003,Itajai-Açu e Ilha Bela
4715.8656,81.6303,5.3465,6.0557,6.3658,6.362,6.2528,67.9223,2.5798,-0.0304,15.6811,LIS_003,Itajai-Açu e Ilha Bela
4716.018,81.3746,5.3575,6.0347,6.3342,6.3292,6.2216,67.3006,2.5823,-0.0349,14.9886,LIS_003,Itajai-Açu e Ilha Bela
4716.1704,80.3457,5.3631,6.0152,6.3125,6.3128,6.21,66.4174,2.5938,-0.0388,14.5205,LIS_003,Itajai-Açu e Ilha Bela
4716.3228,78.573,5.3548,5.9959,6.3031,6.3173,6.2227,65.6813,2.6071,-0.0438,14.2872,LIS_003,Itajai-Açu e Ilha Bela
4716.4752,76.0806,5.3301,5.9784,6.31,6.3481,6.2648,65.5356,2.6112,-0.0484,13.9458,LIS_003,Itajai-Açu e Ilha Bela
4716.6276,74.9291,5.2921,5.9687,6.3406,6.4136,6.3452,66.1187,2.6063,-0.0494,14.0741,LIS_003,Itajai-Açu e Ilha Bela
4716.78,76.942,5.2594,5.992,6.4215,6.5406,6.4908,67.1917,2.5962,-0.0479,15.6104,LIS_003,Itajai-Açu e Ilha Bela
4716.9324,79.8198,5.2503,6.0753,6.5816,6.7573,6.7288,68.3352,2.5828,-0.0477,18.0018,LIS_003,Itajai-Açu e Ilha Bela
4717.0848,82.0089,5.2212,6.166,6.7633,7.0025,6.9977,69.2426,2.5717,-0.0493,19.1426,LIS_003,Itajai-Açu e Ilha Bela
4717.2372,84.352,5.1081,6.1675,6.8548,7.155,7.1741,69.7932,2.5676,-0.049,18.5974,LIS_003,Itajai-Açu e Ilha Bela
4717.3896,85.4225,4.9314,6.0713,6.8337,7.1834,7.2237,69.999,2.5708,-0.0452,18.2634,LIS_003,Itajai-Açu e Ilha Bela
4717.542,84.0345,4.7454,5.9236,6.7374,7.1201,7.1762,69.9203,2.5793,-0.0431,18.3397,LIS_003,Itajai-Açu e Ilha Bela
4717.6944,82.1305,4.5901,5.7755,6.615,7.0136,7.0787,69.6362,2.5881,-0.0455,18.4601,LIS_003,Itajai-Açu e Ilha Bela
4717.8468,81.8399,4.5076,5.693,6.5405,6.9427,7.0102,69.3023,2.5922,-0.0456,18.808,LIS_003,Itajai-Açu e Ilha Bela
4717.9992,82.2141,4.5148,5.7116,6.5599,6.958,7.0224,69.0546,2.59,-0.0432,19.1727,LIS_003,Itajai-Açu e Ilha Bela
4718.1516,82.917,4.596,5.8197,6.6667,7.0553,7.1112,68.9706,2.5841,-0.0469,19.1209,LIS_003,Itajai-Açu e Ilha Bela
4718.304,85.127,4.7184,5.9777,6.8218,7.1953,7.238,69.192,2.58,-0.0529,19.1271,LIS_003,Itajai-Açu e Ilha Bela
4718.4564,87.6932,4.8174,6.0988,6.9306,7.2808,7.3063,69.8251,2.5779,-0.0521,19.4325,LIS_003,Itajai-Açu e Ilha Bela
4718.6088,87.9164,4.8236,6.0904,6.8915,7.2087,7.2153,70.7766,2.5737,-0.0474,19.5104,LIS_003,Itajai-Açu e Ilha Bela
4718.7612,86.7993,4.7382,5.9565,6.7114,6.9902,6.979,71.6959,2.5694,-0.0442,19.3223,LIS_003,Itajai-Açu e Ilha Bela
4718.9136,86.2257,4.6165,5.7752,6.4799,6.7217,6.6965,72.094,2.5698,-0.0426,19.1016,LIS_003,Itajai-Açu e Ilha Bela
4719.066,85.717,4.5021,5.6077,6.2667,6.4779,6.4432,71.7381,2.5731,-0.04,18.9554,LIS_003,Itajai-Açu e Ilha Bela
4719.2184,85.3236,4.4157,5.4804,6.1027,6.2911,6.2517,70.9423,2.5762,-0.0358,19.2673,LIS_003,Itajai-Açu e Ilha Bela
4719.3708,86.6332,4.3685,5.4054,6.0036,6.1784,6.1384,70.2773,2.5768,-0.0347,19.8578,LIS_003,Itajai-Açu e Ilha Bela
4719.5232,88.8523,4.3418,5.3584,5.9436,6.1134,6.077,70.098,2.5742,-0.0386,20.0704,LIS_003,Itajai-Açu e Ilha Bela
4719.6756,89.2173,4.2989,5.2952,5.8738,6.0457,6.0166,70.376,2.5722,-0.0416,19.9815,LIS_003,Itajai-Açu e Ilha Bela
4719.828,88.0646,4.2305,5.2057,5.7811,5.9613,5.9422,70.7798,2.5716,-0.0447,20.1535,LIS_003,Itajai-Açu e Ilha Bela
4719.9804,88.4835,4.15,5.1083,5.6842,5.8778,5.8704,70.9511,2.5669,-0.0517,20.4371,LIS_003,Itajai-Açu e Ilha Bela
4720.1328,91.2182,4.0602,5.0082,5.5878,5.7983,5.8028,70.7717,2.5604,-0.0559,20.3159,LIS_003,Itajai-Açu e Ilha Bela
4720.2852,93.8068,3.9709,4.9202,5.5086,5.7382,5.754,70.2806,2.5611,-0.05,19.8956,LIS_003,Itajai-Açu e Ilha Bela
4720.4376,95.3066,3.9166,4.8865,5.4935,5.7443,5.7695,69.5876,2.5681,-0.0398,19.9453,LIS_003,Itajai-Açu e Ilha Bela
4720.59,94.8472,3.9046,4.9093,5.5428,5.8152,5.8474,68.9042,2.5727,-0.0326,20.4165,LIS_003,Itajai-Açu e Ilha Bela
4720.7424,92.2871,3.9015,4.9359,5.5935,5.8829,5.9187,68.4558,2.5746,-0.0306,20.3706,LIS_003,Itajai-Açu e Ilha Bela
4720.8948,89.3006,3.9016,4.9535,5.6268,5.9255,5.9612,68.3061,2.5783,-0.0333,19.8451,LIS_003,Itajai-Açu e Ilha Bela
4721.0472,87.4569,3.9474,5.0185,5.7045,6.0072,6.0395,68.3171,2.5821,-0.0381,19.3491,LIS_003,Itajai-Açu e Ilha Bela
4721.1996,86.1916,4.0759,5.1809,5.8833,6.1874,6.214,68.2354,2.5848,-0.0394,19.2099,LIS_003,Itajai-Açu e Ilha Bela
4721.352,84.7029,4.2936,5.4427,6.1654,6.4689,6.4882,67.899,2.5897,-0.038,19.3378,LIS_003,Itajai-Açu e Ilha Bela
4721.5044,82.3913,4.5345,5.706,6.439,6.7359,6.7465,67.4591,2.595,-0.0421,19.3909,LIS_003,Itajai-Açu e Ilha Bela
4721.6568,79.541,4.6727,5.8099,6.5247,6.8038,6.8057,67.3213,2.5962,-0.0506,19.0363,LIS_003,Itajai-Açu e Ilha Bela
4721.8092,78.4147,4.6935,5.7601,6.4348,6.6902,6.6848,67.8029,2.5937,-0.0543,18.4921,LIS_003,Itajai-Açu e Ilha Bela
4721.9616,80.8234,4.7052,5.718,6.3549,6.5906,6.5798,68.8029,2.591,-0.0503,17.9896,LIS_003,Itajai-Açu e Ilha Bela
4722.114,86.7098,4.7528,5.7451,6.357,6.5803,6.566,69.8553,2.588,-0.0473,17.5514,LIS_003,Itajai-Açu e Ilha Bela
4722.2664,93.0656,4.7334,5.7014,6.2876,6.5005,6.4846,70.4483,2.5808,-0.0498,17.6456,LIS_003,Itajai-Açu e Ilha Bela
4722.4188,96.0736,4.5548,5.4638,6.0126,6.2124,6.197,70.4089,2.5684,-0.0537,18.5495,LIS_003,Itajai-Açu e Ilha Bela
4722.5712,95.0312,4.309,5.1502,5.6627,5.8505,5.8369,69.9133,2.5569,-0.0535,19.5001,LIS_003,Itajai-Açu e Ilha Bela
4722.7236,91.9032,4.1619,4.9754,5.4737,5.6576,5.6466,69.223,2.552,-0.0491,19.6096,LIS_003,Itajai-Açu e Ilha Bela
4722.876,89.3275,4.1652,5.0065,5.5188,5.709,5.7009,68.48,2.554,-0.044,19.33,LIS_003,Itajai-Açu e Ilha Bela
4723.0284,88.7499,4.2339,5.1364,5.6791,5.8818,5.8777,67.7669,2.5589,-0.0407,19.1881,LIS_003,Itajai-Açu e Ilha Bela
4723.1808,89.9069,4.269,5.2282,5.8002,6.0158,6.017,67.2551,2.5635,-0.0411,19.2513,LIS_003,Itajai-Açu e Ilha Bela
4723.3332,90.7215,4.2675,5.261,5.8543,6.0816,6.089,67.1281,2.5697,-0.043,19.5092,LIS_003,Itajai-Açu e Ilha Bela
4723.4856,89.4853,4.2716,5.281,5.8905,6.1292,6.1435,67.3779,2.5781,-0.0446,19.9314,LIS_003,Itajai-Açu e Ilha Bela
4723.638,87.2303,4.29,5.3056,5.9281,6.1783,6.1997,67.769,2.5842,-0.0454,20.2845,LIS_003,Itajai-Açu e Ilha Bela
4723.7904,86.2714,4.2927,5.3075,5.9387,6.1987,6.227,68.0625,2.5864,-0.0443,20.3778,LIS_003,Itajai-Açu e Ilha Bela
4723.9428,85.9209,4.2622,5.2724,5.9079,6.1749,6.2089,68.2284,2.5868,-0.0399,20.0383,LIS_003,Itajai-Açu e Ilha Bela
4724.0952,85.2503,4.2136,5.2195,5.8574,6.129,6.1669,68.4197,2.5861,-0.0343,19.5929,LIS_003,Itajai-Açu e Ilha Bela
4724.2476,85.8081,4.1648,5.168,5.8079,6.0818,6.1214,68.7398,2.5872,-0.0298,19.3452,LIS_003,Itajai-Açu e Ilha Bela
4724.4,87.91,4.1181,5.1183,5.758,6.0313,6.0697,69.1117,2.5914,-0.0271,19.2515,LIS_003,Itajai-Açu e Ilha Bela
4724.5524,88.7667,4.0653,5.059,5.6935,5.9623,5.9965,69.3763,2.5953,-0.0279,19.3279,LIS_003,Itajai-Açu e Ilha Bela
4724.7048,88.3317,4.0199,5.0064,5.6323,5.8936,5.9207,69.4077,2.5965,-0.0315,19.2385,LIS_003,Itajai-Açu e Ilha Bela
4724.8572,88.8695,4.0261,5.0139,5.6345,5.889,5.907,69.1695,2.5947,-0.0338,18.5066,LIS_003,Itajai-Açu e Ilha Bela
4725.0096,90.4092,4.1042,5.105,5.727,5.9778,5.9854,68.7054,2.589,-0.0346,17.6046,LIS_003,Itajai-Açu e Ilha Bela
4725.162,91.2895,4.2212,5.2385,5.8646,6.1146,6.1109,68.1254,2.5816,-0.0352,17.0934,LIS_003,Itajai-Açu e Ilha Bela
4725.3144,91.771,4.329,5.3586,5.9876,6.2388,6.2241,67.6084,2.5774,-0.0358,16.8092,LIS_003,Itajai-Açu e Ilha Bela
4725.4668,91.9432,4.3917,5.4285,6.0578,6.312,6.288,67.3258,2.5787,-0.034,16.5397,LIS_003,Itajai-Açu e Ilha Bela
4725.6192,91.2883,4.3909,5.4313,6.0578,6.3168,6.287,67.3219,2.5818,-0.0312,16.3924,LIS_003,Itajai-Açu e Ilha Bela
4725.7716,90.4481,4.3353,5.3733,5.9934,6.2594,6.2286,67.4869,2.58,-0.0342,16.3663,LIS_003,Itajai-Açu e Ilha Bela
4725.924,89.8061,4.2404,5.2603,5.8687,6.1441,6.1186,67.6657,2.5743,-0.041,16.4864,LIS_003,Itajai-Açu e Ilha Bela
4726.0764,89.2006,4.1251,5.1067,5.6999,5.9885,5.9753,67.7473,2.5721,-0.0399,16.9475,LIS_003,Itajai-Açu e Ilha Bela
4726.2288,89.3706,4.0328,4.9719,5.5575,5.8683,5.8753,67.7162,2.5727,-0.0335,17.7501,LIS_003,Itajai-Açu e Ilha Bela
4726.3812,90.0496,3.9966,4.9119,5.515,5.8597,5.896,67.6369,2.5714,-0.0357,18.4201,LIS_003,Itajai-Açu e Ilha Bela
4726.5336,90.3615,3.9955,4.9138,5.5556,5.9584,6.0344,67.5745,2.569,-0.0441,18.4499,LIS_003,Itajai-Açu e Ilha Bela
4726.686,91.5919,3.9876,4.9283,5.629,6.1089,6.2359,67.5518,2.5687,-0.0455,17.8665,LIS_003,Itajai-Açu e Ilha Bela
4726.8384,94.5738,3.966,4.9334,5.7039,6.2773,6.4651,67.5458,2.5698,-0.0388,17.2152,LIS_003,Itajai-Açu e Ilha Bela
4726.9908,96.2121,3.9133,4.8879,5.7215,6.3926,6.6462,67.5073,2.5701,-0.0339,17.0673,LIS_003,Itajai-Açu e Ilha Bela
4727.1432,94.2432,3.8244,4.7796,5.6596,6.4208,6.7389,67.4024,2.5688,-0.0334,17.5718,LIS_003,Itajai-Açu e Ilha Bela
4727.2956,89.2291,3.7984,4.7493,5.6827,6.5367,6.9216,67.2611,2.5671,-0.0339,18.2604,LIS_003,Itajai-Açu e Ilha Bela
4727.448,80.5175,3.8876,4.8803,5.8943,6.855,7.3147,67.186,2.5649,-0.0369,18.5475,LIS_003,Itajai-Açu e Ilha Bela
4727.6004,70.1117,4.0557,5.1276,6.2383,7.3072,7.845,67.1586,2.5594,-0.0433,18.3022,LIS_003,Itajai-Açu e Ilha Bela
4727.7528,63.0349,4.3268,5.4925,6.7025,7.8737,8.4894,66.9005,2.5512,-0.0487,17.8365,LIS_003,Itajai-Açu e Ilha Bela
4727.9052,60.4283,4.5552,5.7467,6.9917,8.2057,8.8689,66.1292,2.5464,-0.0487,17.2924,LIS_003,Itajai-Açu e Ilha Bela
4728.0576,59.8315,4.4934,5.5878,6.7449,7.8876,8.533,64.8392,2.5475,-0.0445,16.0515,LIS_003,Itajai-Açu e Ilha Bela
4728.21,61.491,4.3326,5.3225,6.3635,7.4039,8.0073,63.4997,2.5488,-0.0433,13.4128,LIS_003,Itajai-Açu e Ilha Bela
4728.3624,65.2909,4.2911,5.2642,6.2473,7.2298,7.8105,62.8771,2.5455,-0.0472,10.9782,LIS_003,Itajai-Açu e Ilha Bela
4728.5148,68.5885,4.3172,5.3394,6.3147,7.2726,7.8446,63.365,2.5418,-0.0503,9.943,LIS_003,Itajai-Açu e Ilha Bela
4728.6672,70.707,4.3398,5.4243,6.414,7.3574,7.9209,64.6212,2.5452,-0.0472,9.8072,LIS_003,Itajai-Açu e Ilha Bela
4728.8196,75.058,4.3475,5.4728,6.4781,7.4056,7.9547,65.8952,2.5573,-0.04,9.9993,LIS_003,Itajai-Açu e Ilha Bela
4728.972,83.1702,4.3277,5.4608,6.4653,7.3672,7.891,66.6318,2.5708,-0.0353,11.165,LIS_003,Itajai-Açu e Ilha Bela
4729.1244,90.0634,4.2639,5.381,6.3625,7.2248,7.7115,66.7846,2.5765,-0.0369,14.0504,LIS_003,Itajai-Açu e Ilha Bela
4729.2768,92.2777,4.1697,5.2726,6.2192,7.0339,7.4756,66.7568,2.5735,-0.0427,17.7447,LIS_003,Itajai-Açu e Ilha Bela
4729.4292,91.402,4.0857,5.1999,6.119,6.8889,7.2847,66.9211,2.5672,-0.0471,19.9421,LIS_003,Itajai-Açu e Ilha Bela
4729.5816,90.2209,4.0607,5.2159,6.1287,6.8638,7.2174,67.294,2.5636,-0.0456,20.2267,LIS_003,Itajai-Açu e Ilha Bela
4729.734,89.3878,4.1424,5.3503,6.2824,6.9954,7.3123,67.7429,2.5672,-0.0409,19.6967,LIS_003,Itajai-Açu e Ilha Bela
4729.8864,90.0624,4.3394,5.5771,6.5427,7.239,7.5213,68.1195,2.5779,-0.0381,18.9649,LIS_003,Itajai-Açu e Ilha Bela
4730.0388,91.912,4.5312,5.7328,6.708,7.3715,7.6142,68.334,2.5886,-0.0352,18.6514,LIS_003,Itajai-Açu e Ilha Bela
4730.1912,92.4775,4.5369,5.6447,6.5735,7.1727,7.3686,68.3904,2.5916,-0.0318,18.8137,LIS_003,Itajai-Açu e Ilha Bela
4730.3436,90.5477,4.3923,5.4253,6.2765,6.8006,6.9525,68.3473,2.5874,-0.0318,18.9177,LIS_003,Itajai-Açu e Ilha Bela
4730.496,88.4678,4.2854,5.3171,6.1082,6.5738,6.6928,68.2959,2.581,-0.0358,19.0177,LIS_003,Itajai-Açu e Ilha Bela
4730.6484,87.9412,4.2592,5.3395,6.0969,6.5223,6.618,68.3594,2.5751,-0.042,19.3562,LIS_003,Itajai-Açu e Ilha Bela
4730.8008,88.1872,4.2556,5.3858,6.1192,6.5194,6.5979,68.588,2.5723,-0.0459,19.4346,LIS_003,Itajai-Açu e Ilha Bela
4730.9532,88.1132,4.2479,5.4066,6.1308,6.5065,6.5725,68.8948,2.5747,-0.0457,18.8872,LIS_003,Itajai-Açu e Ilha Bela
4731.1056,88.3663,4.2249,5.387,6.1066,6.4629,6.5205,69.1562,2.579,-0.045,18.1244,LIS_003,Itajai-Açu e Ilha Bela
4731.258,89.9837,4.1691,5.3102,6.0226,6.3625,6.4146,69.2951,2.5804,-0.0475,17.7194,LIS_003,Itajai-Açu e Ilha Bela
4731.4104,91.1224,4.0732,5.1738,5.8717,6.1965,6.2455,69.3481,2.5806,-0.0497,17.9798,LIS_003,Itajai-Açu e Ilha Bela
4731.5628,90.0043,3.9533,5.0056,5.6833,5.9946,6.0421,69.395,2.5829,-0.0471,18.9998,LIS_003,Itajai-Açu e Ilha Bela
4731.7152,88.385,3.8559,4.8701,5.5308,5.8328,5.8803,69.4396,2.5845,-0.0415,20.0319,LIS_003,Itajai-Açu e Ilha Bela
4731.8676,88.1165,3.8331,4.8351,5.4912,5.7914,5.8404,69.4118,2.5814,-0.039,20.3496,LIS_003,Itajai-Açu e Ilha Bela
4732.02,88.5905,3.8912,4.9063,5.5713,5.877,5.9288,69.2232,2.5753,-0.0409,20.0492,LIS_003,Itajai-Açu e Ilha Bela
4732.1724,89.0713,3.9643,4.9961,5.6718,5.9845,6.0392,68.8665,2.5687,-0.0435,19.7852,LIS_003,Itajai-Açu e Ilha Bela
4732.3248,90.4258,3.9828,5.0119,5.688,6.0027,6.0588,68.4427,2.5643,-0.0432,19.7939,LIS_003,Itajai-Açu e Ilha Bela
4732.4772,92.8052,3.9606,4.9732,5.6418,5.9546,6.0104,68.0987,2.5662,-0.0397,19.7874,LIS_003,Itajai-Açu e Ilha Bela
4732.6296,94.0842,3.9522,4.9551,5.6188,5.9301,5.9846,67.9111,2.574,-0.0373,19.6033,LIS_003,Itajai-Açu e Ilha Bela
4732.782,92.7775,3.9619,4.966,5.6286,5.9392,5.9909,67.8829,2.5818,-0.0357,19.5096,LIS_003,Itajai-Açu e Ilha Bela
4732.9344,90.7102,3.9518,4.9553,5.6137,5.9211,5.9681,67.9406,2.5854,-0.0308,19.6044,LIS_003,Itajai-Açu e Ilha Bela
4733.0868,89.0507,3.9238,4.9208,5.5718,5.8733,5.9136,67.9669,2.5835,-0.0293,19.913,LIS_003,Itajai-Açu e Ilha Bela
4733.2392,87.7063,3.9318,4.9298,5.5783,5.8752,5.9079,67.921,2.5777,-0.0369,20.2997,LIS_003,Itajai-Açu e Ilha Bela
4733.3916,87.4906,4.0081,5.023,5.6783,5.9743,5.9987,67.8486,2.5713,-0.0453,20.2247,LIS_003,Itajai-Açu e Ilha Bela
4733.544,88.6582,4.1255,5.1643,5.8299,6.1266,6.1424,67.8508,2.5694,-0.0455,19.458,LIS_003,Itajai-Açu e Ilha Bela
4733.6964,89.7622,4.2364,5.2906,5.962,6.2576,6.2651,68.0074,2.5766,-0.0391,18.5412,LIS_003,Itajai-Açu e Ilha Bela
4733.8488,90.57,4.3224,5.3803,6.0521,6.3446,6.3451,68.265,2.5908,-0.0304,18.0788,LIS_003,Itajai-Açu e Ilha Bela
4734.0012,92.378,4.3937,5.4543,6.1262,6.416,6.4121,68.497,2.6004,-0.0231,18.062,LIS_003,Itajai-Açu e Ilha Bela
4734.1536,95.4992,4.457,5.5293,6.2053,6.4947,6.4894,68.6047,2.5986,-0.02,18.0561,LIS_003,Itajai-Açu e Ilha Bela
4734.306,98.4974,4.5027,5.5961,6.2799,6.5713,6.5678,68.5688,2.5922,-0.0212,18.0062,LIS_003,Itajai-Açu e Ilha Bela
4734.4584,99.8254,4.521,5.6385,6.3318,6.6271,6.6285,68.4881,2.5883,-0.0281,18.1201,LIS_003,Itajai-Açu e Ilha Bela
4734.6108,99.817,4.5095,5.6473,6.35,6.6507,6.6591,68.4804,2.5876,-0.0394,18.2456,LIS_003,Itajai-Açu e Ilha Bela
4734.7632,99.5793,4.4719,5.6227,6.3337,6.6408,6.6571,68.523,2.5899,-0.0479,18.2573,LIS_003,Itajai-Açu e Ilha Bela
4734.9156,99.3462,4.4314,5.591,6.3115,6.6273,6.6508,68.3996,2.5942,-0.0478,18.3893,LIS_003,Itajai-Açu e Ilha Bela
4735.068,98.559,4.4213,5.5925,6.3273,6.6551,6.6842,67.8694,2.5958,-0.0437,18.6731,LIS_003,Itajai-Açu e Ilha Bela
4735.2204,97.697,4.4472,5.6328,6.3847,6.7272,6.7598,66.9124,2.5923,-0.0433,18.91,LIS_003,Itajai-Açu e Ilha Bela
